ENST00000003912	NIPAL3
ENST00000652894	LINC02018
ENST00000652897	LINC01205
ENST00000652931	AC063919.2
ENST00000652948	LINC01210
ENST00000652951	LINC01980
ENST00000652962	LINC00879
ENST00000653068	LINC01206
ENST00000653103	AC104472.4
ENST00000653125	LINC01980
ENST00000653255	LINC02008
ENST00000653290	LINC02020
ENST00000653298	DUBR
ENST00000653304	TMCC1-AS1
ENST00000653311	LINC01980
ENST00000653327	LINC02020
ENST00000653334	LINC02029
ENST00000653346	LINC02018
ENST00000653347	LINC02027
ENST00000653359	AC046134.2
ENST00000653360	LINC02018
ENST00000653372	LINC01206
ENST00000653398	AC026341.1
ENST00000653490	AC073365.1
ENST00000653500	LINC01980
ENST00000653505	TNK2-AS1
ENST00000653509	DUBR
ENST00000653513	LINC01206
ENST00000653529	LINC01206
ENST00000653545	LINC01968
ENST00000653615	LINC01968
ENST00000653661	AC106706.1
ENST00000653684	LINC00884
ENST00000653696	LINC02048
ENST00000653722	AC055714.1
ENST00000653731	LINC01266
ENST00000653747	LINC01322
ENST00000653773	LINC01322
ENST00000653805	LINC02053
ENST00000653839	AC069277.1
ENST00000653864	LINC01322
ENST00000653883	AC069277.1
ENST00000653914	LINC01968
ENST00000653928	AC090948.4
ENST00000653937	DLG1-AS1
ENST00000653967	LINC01322
ENST00000653985	AC107027.1
ENST00000654069	LINC01322
ENST00000654154	ALDH1L1-AS2
ENST00000654164	LINC02015
ENST00000654194	LINC01980
ENST00000654216	ZBTB20-AS1
ENST00000654218	AC023480.1
ENST00000654226	AC016924.1
ENST00000654228	C3orf35
ENST00000654242	LINC02046
ENST00000654261	LINC01322
ENST00000654265	LINC02018
ENST00000654269	DUBR
ENST00000654315	LINC01980
ENST00000654328	LINC02053
ENST00000654398	AC007483.1
ENST00000654411	LINC02018
ENST00000654438	LINC01206
ENST00000654446	AC096992.3
ENST00000654450	LINC01210
ENST00000654470	LINC00885
ENST00000654476	AC079848.2
ENST00000654487	LINC01968
ENST00000654504	AC106706.1
ENST00000654538	SOX2-OT
ENST00000654543	LINC01210
ENST00000654564	LINC00879
ENST00000654580	LINC01322
ENST00000654581	LINC02030
ENST00000654595	AC090945.1
ENST00000654610	LINC01210
ENST00000654624	LINC01206
ENST00000654643	LINC02029
ENST00000654649	SOX2-OT
ENST00000654705	LINC00881
ENST00000654714	C3orf35
ENST00000654719	PRKCD
ENST00000654726	LINC02018
ENST00000654729	AC021074.3
ENST00000654747	LINC01206
ENST00000654751	LINC01811
ENST00000654819	AC092944.1
ENST00000654830	LINC02050
ENST00000654835	LINC00881
ENST00000654848	LINC02050
ENST00000654873	LINC01206
ENST00000654980	LINC02008
ENST00000654990	LINC01322
ENST00000654999	AC129807.1
ENST00000655012	SLMAP
ENST00000655014	AC117464.1
ENST00000655047	LINC01206
ENST00000655048	LINC01210
ENST00000655051	ERICH6-AS1
ENST00000655052	LINC00879
ENST00000655067	LINC01266
ENST00000655075	AC115282.2
ENST00000655102	LINC00879
ENST00000655168	AC129807.1
ENST00000655186	LINC00879
ENST00000655190	AC093418.1
ENST00000655212	LINC02032
ENST00000655238	AC092691.3
ENST00000655240	LINC02046
ENST00000655253	AC073365.1
ENST00000655284	LINC01206
ENST00000655300	AC107027.1
ENST00000655310	AC078785.1
ENST00000655373	AC106706.1
ENST00000655378	LINC01487
ENST00000655382	AC021074.3
ENST00000655395	LINC00879
ENST00000655422	LINC01980
ENST00000655431	LINC00879
ENST00000655439	LINC01811
ENST00000655456	LINC00690
ENST00000655467	AC021074.3
ENST00000655484	LINC01206
ENST00000655495	AC069277.1
ENST00000655531	AC107029.2
ENST00000655541	AC069277.1
ENST00000655579	AC090946.1
ENST00000655586	LINC01322
ENST00000655604	LINC02020
ENST00000655650	LINC01811
ENST00000655660	LINC01811
ENST00000655661	LINC01980
ENST00000655667	AC046134.2
ENST00000655736	LINC00879
ENST00000655739	LINC01206
ENST00000655753	AC069277.1
ENST00000655754	AC069277.1
ENST00000655760	SH3BP5-AS1
ENST00000655772	DUBR
ENST00000655796	PRKAR2A-AS1
ENST00000655812	AC012081.2
ENST00000655827	AC024559.2
ENST00000655836	LINC02046
ENST00000655856	AC069277.1
ENST00000655891	LINC02046
ENST00000655926	AC061708.1
ENST00000655956	AC129807.1
ENST00000655982	AC107027.1
ENST00000656027	AC016924.1
ENST00000656037	LINC00578
ENST00000656042	LINC00506
ENST00000656055	LINC01811
ENST00000656063	AC069277.1
ENST00000656064	LINC01811
ENST00000656096	DLG1-AS1
ENST00000656113	LINC00879
ENST00000656118	LINC02018
ENST00000656192	AC092691.3
ENST00000656239	AC092053.5
ENST00000656250	LINC00690
ENST00000656252	LINC00960
ENST00000656291	LINC01206
ENST00000656293	LINC01322
ENST00000656348	AC093928.1
ENST00000656355	LINC02032
ENST00000656378	LINC02018
ENST00000656380	AC073365.1
ENST00000656417	LINC01206
ENST00000656446	SUCLG2-AS1
ENST00000656497	LINC02018
ENST00000656531	AC079848.1
ENST00000656558	LINC01266
ENST00000656613	SOX2-OT
ENST00000656651	LINC00879
ENST00000656673	AC117461.1
ENST00000656733	AC117435.1
ENST00000656753	AC026341.1
ENST00000656823	LINC00884
ENST00000656877	LINC01986
ENST00000656900	AC066585.1
ENST00000656942	AC073365.1
ENST00000656964	LINC01980
ENST00000656965	AC021074.3
ENST00000657013	ZBTB20-AS1
ENST00000657028	LINC00960
ENST00000657034	LINC02018
ENST00000657041	LINC00879
ENST00000657097	DUBR
ENST00000657118	LINC02029
ENST00000657204	AC066580.1
ENST00000657246	LINC02020
ENST00000657326	LINC01322
ENST00000657344	AC099332.2
ENST00000657371	AC026341.1
ENST00000657406	LINC01206
ENST00000657414	AC129807.1
ENST00000657428	LINC02020
ENST00000657472	LINC01206
ENST00000657480	SLMAP
ENST00000657492	AC106706.1
ENST00000657494	AC020651.2
ENST00000657499	DLG1-AS1
ENST00000657540	AC073365.1
ENST00000657581	DUBR
ENST00000657584	LINC02040
ENST00000657621	LINC00884
ENST00000657628	LINC02029
ENST00000657664	AC026341.3
ENST00000657713	AC107302.2
ENST00000657754	LINC01206
ENST00000657808	ZBTB20-AS1
ENST00000657819	B4GALT4-AS1
ENST00000657826	LINC01811
ENST00000657847	AC092919.1
ENST00000657885	AC021074.3
ENST00000657906	LINC00578
ENST00000657930	LINC01985
ENST00000657986	SOX2-OT
ENST00000657993	MYLK-AS1
ENST00000658003	LINC02020
ENST00000658020	LINC02010
ENST00000658056	AC072026.3
ENST00000658068	LINC01206
ENST00000658118	LINC00879
ENST00000658133	AC069277.1
ENST00000658146	LINC01206
ENST00000658150	AC079910.1
ENST00000658205	LINC02029
ENST00000658210	LINC01206
ENST00000658216	AC104167.1
ENST00000658264	LINC02018
ENST00000658269	SUCLG2-AS1
ENST00000658276	AC092958.1
ENST00000658309	LINC02020
ENST00000658346	LINC02032
ENST00000658347	AC073365.1
ENST00000658348	AC046134.2
ENST00000658359	LINC01206
ENST00000658398	AC069277.1
ENST00000658401	LINC01487
ENST00000658403	LINC01980
ENST00000658412	LINC01205
ENST00000658414	LINC02018
ENST00000658456	LINC02050
ENST00000658464	LINC01968
ENST00000658468	AC069277.1
ENST00000658471	LINC01968
ENST00000658475	AC010727.1
ENST00000658495	LINC01968
ENST00000658510	DUBR
ENST00000658594	AC021074.3
ENST00000658600	LINC01811
ENST00000658601	AC022498.1
ENST00000658638	LINC01811
ENST00000658641	LINC02018
ENST00000658642	AC021074.3
ENST00000658657	LINC02018
ENST00000658668	AC023480.1
ENST00000658676	AC096970.1
ENST00000658684	LINC02018
ENST00000658689	SLMAP
ENST00000658690	LINC01206
ENST00000658698	LINC02046
ENST00000658712	LINC02021
ENST00000658756	ARF4-AS1
ENST00000658782	LINC01206
ENST00000658821	LINC01968
ENST00000658854	LINC01206
ENST00000658886	AC117469.1
ENST00000658914	LINC01990
ENST00000658971	LINC01206
ENST00000659000	LINC01811
ENST00000659017	AC021074.3
ENST00000659018	LINC02018
ENST00000659086	AC126121.3
ENST00000659120	LINC02021
ENST00000659139	AC092924.2
ENST00000659205	SUCLG2-AS1
ENST00000659263	PRICKLE2-DT
ENST00000659291	LINC01206
ENST00000659303	LINC02020
ENST00000659329	SUCLG2-AS1
ENST00000659348	AC027129.1
ENST00000659395	ZBTB20-AS1
ENST00000659409	LINC00885
ENST00000659430	LINC01322
ENST00000659468	LINC02018
ENST00000659474	LINC01205
ENST00000659534	AC097369.4
ENST00000659546	AC046134.2
ENST00000659560	AC126182.3
ENST00000659641	LINC01811
ENST00000659651	AC069277.1
ENST00000659692	AC099541.2
ENST00000659697	AC096861.2
ENST00000659705	SLMAP
ENST00000659724	LINC01980
ENST00000659779	LINC01811
ENST00000659804	LINC00690
ENST00000659825	LINC01986
ENST00000659827	AC069277.1
ENST00000659830	DUBR
ENST00000659833	LINC02020
ENST00000659853	LINC02005
ENST00000659868	LINC01811
ENST00000659869	AC025614.2
ENST00000659876	AC069277.1
ENST00000659899	SUCLG2-AS1
ENST00000659926	SLMAP
ENST00000659927	ZBTB20-AS1
ENST00000659955	DUBR
ENST00000659956	SH3BP5-AS1
ENST00000659979	LINC01206
ENST00000659992	LINC02029
ENST00000660040	AC007953.1
ENST00000660054	AC069277.1
ENST00000660055	LINC01811
ENST00000660085	AC117461.1
ENST00000660092	LINC01811
ENST00000660101	LINC02029
ENST00000660104	LINC01968
ENST00000660133	LINC01811
ENST00000660141	LINC01980
ENST00000660147	LINC01206
ENST00000660158	AC069277.1
ENST00000660174	LINC02032
ENST00000660194	AC046134.2
ENST00000660204	LINC01986
ENST00000660278	AC126121.3
ENST00000660286	LINC01968
ENST00000660290	AC073365.1
ENST00000660434	LINC01811
ENST00000660491	LINC01986
ENST00000660509	LINC02029
ENST00000660522	AC107294.2
ENST00000660541	AC107027.1
ENST00000660549	AC117488.1
ENST00000660552	LINC00690
ENST00000660554	TUSC7
ENST00000660575	DUBR
ENST00000660576	SOX2-OT
ENST00000660591	LINC00879
ENST00000660595	LINC01206
ENST00000660597	DUBR
ENST00000660604	LINC02018
ENST00000660612	LINC00690
ENST00000660613	LINC01210
ENST00000660619	LINC02018
ENST00000660642	AC097636.1
ENST00000660669	LINC00690
ENST00000660677	LINC00879
ENST00000660687	LINC01980
ENST00000660706	AC092958.1
ENST00000660712	LINC02032
ENST00000660719	LINC01206
ENST00000660780	LINC01322
ENST00000660801	LINC00578
ENST00000660818	LINC01980
ENST00000660828	LINC01980
ENST00000660849	AC117461.1
ENST00000660852	LINC00881
ENST00000660863	LINC01210
ENST00000660881	LINC02020
ENST00000660887	LINC00879
ENST00000660954	AC107029.2
ENST00000660999	LINC01206
ENST00000661020	LINC00870
ENST00000661029	AC073365.1
ENST00000661035	AC126121.3
ENST00000661097	AC023480.1
ENST00000661103	LINC01266
ENST00000661124	AC107294.4
ENST00000661146	LINC00690
ENST00000661151	LINC01322
ENST00000661166	AC099535.2
ENST00000661221	LINC00690
ENST00000661244	LINC02018
ENST00000661265	AC104633.2
ENST00000661279	AC069277.1
ENST00000661294	LINC01206
ENST00000661313	SLC7A14-AS1
ENST00000661409	LINC00578
ENST00000661419	LINC01322
ENST00000661437	LINC01205
ENST00000661446	LINC02029
ENST00000661450	LINC00578
ENST00000661474	AC079848.2
ENST00000661499	LINC00879
ENST00000661518	AC069277.1
ENST00000661555	LINC01322
ENST00000661596	LINC02020
ENST00000661651	LINC01206
ENST00000661668	AC073365.1
ENST00000661670	AC117480.1
ENST00000661673	LINC01206
ENST00000661675	LINC01986
ENST00000661678	LINC01811
ENST00000661727	LINC01266
ENST00000661769	C3orf35
ENST00000661791	AC016924.1
ENST00000661819	AC079848.1
ENST00000661824	LINC00636
ENST00000661831	LINC02025
ENST00000661836	LINC01980
ENST00000661842	SOX2-OT
ENST00000661875	AC107027.1
ENST00000661877	LINC01266
ENST00000661884	AC046134.2
ENST00000661886	LINC02046
ENST00000661932	AC026341.1
ENST00000661941	LINC00884
ENST00000661944	AC021074.3
ENST00000661961	AC091607.2
ENST00000661982	LINC01210
ENST00000662007	AC073365.1
ENST00000662014	LINC01206
ENST00000662045	LINC01206
ENST00000662055	LINC02018
ENST00000662056	LINC01206
ENST00000662068	AC080005.1
ENST00000662106	LINC02020
ENST00000662113	LINC00885
ENST00000662125	AC021074.3
ENST00000662157	LINC01210
ENST00000662180	LINC01210
ENST00000662195	ZNF385D-AS1
ENST00000662234	AC046134.2
ENST00000662247	LINC02029
ENST00000662289	LINC01213
ENST00000662316	MYLK-AS1
ENST00000662338	LINC00960
ENST00000662343	LINC00879
ENST00000662390	LINC02030
ENST00000662418	DUBR
ENST00000662488	AC106719.1
ENST00000662508	AC069277.1
ENST00000662578	AC073365.1
ENST00000662588	CFAP20DC-AS1
ENST00000662597	GHRLOS
ENST00000662602	AC026341.1
ENST00000662605	AC107027.1
ENST00000662629	SLMAP
ENST00000662687	SUCLG2-AS1
ENST00000662690	AC092958.1
ENST00000662703	LINC01968
ENST00000662710	LINC01811
ENST00000662778	LINC02029
ENST00000662797	C3orf35
ENST00000662833	LINC02018
ENST00000662846	AC069277.1
ENST00000662856	LINC00884
ENST00000662904	LINC01968
ENST00000662906	AC073365.1
ENST00000662913	AC106706.1
ENST00000662916	LINC00885
ENST00000662919	LINC02027
ENST00000662948	LINC01206
ENST00000662985	LINC02020
ENST00000662991	AC079848.2
ENST00000663001	WWTR1-AS1
ENST00000663006	LINC00690
ENST00000663017	LINC01988
ENST00000663041	AC069277.1
ENST00000663074	LINC01980
ENST00000663087	LINC01980
ENST00000663111	LINC01980
ENST00000663117	AC024560.5
ENST00000663132	LINC02020
ENST00000663203	LINC01206
ENST00000663245	SLC7A14-AS1
ENST00000663257	SIAH2-AS1
ENST00000663318	AC126121.3
ENST00000663361	AC107027.1
ENST00000663366	DUBR
ENST00000663370	DUBR
ENST00000663384	LINC02018
ENST00000663401	AC078785.1
ENST00000663406	LINC01980
ENST00000663443	LINC01968
ENST00000663511	AC021074.3
ENST00000663520	LINC01206
ENST00000663637	AC026341.1
ENST00000663647	AC073365.1
ENST00000663672	LINC00690
ENST00000663677	AC026341.1
ENST00000663678	LINC01206
ENST00000663703	LINC02020
ENST00000663774	SETD5
ENST00000663782	AC104472.5
ENST00000663786	LINC02046
ENST00000663800	AC108667.2
ENST00000663801	AC117464.1
ENST00000663807	AC107294.2
ENST00000663884	AC093001.2
ENST00000663887	LINC00881
ENST00000663893	LINC00879
ENST00000663897	LINC01322
ENST00000663929	LINC01205
ENST00000664023	LINC02018
ENST00000664038	LINC01990
ENST00000664066	LINC01968
ENST00000664076	AC106706.1
ENST00000664084	SLMAP
ENST00000664086	AC046134.2
ENST00000664156	LINC02046
ENST00000664165	AC046134.2
ENST00000664180	LINC01213
ENST00000664181	AC022498.1
ENST00000664203	AC021074.3
ENST00000664223	AC073365.1
ENST00000664237	MYLK-AS1
ENST00000664292	LINC01322
ENST00000664320	LINC01210
ENST00000664338	LINC00879
ENST00000664340	LINC02037
ENST00000664354	LINC00870
ENST00000664371	LINC01968
ENST00000664376	AC079848.2
ENST00000664413	AC128687.3
ENST00000664458	LINC01811
ENST00000664511	AC126121.3
ENST00000664530	AC069421.3
ENST00000664608	LINC00879
ENST00000664732	AC073365.1
ENST00000664737	LINC01980
ENST00000664745	MYLK-AS1
ENST00000664767	LINC02005
ENST00000664789	LINC02020
ENST00000664830	LINC00690
ENST00000664839	AC129807.1
ENST00000664865	LINC02082
ENST00000664878	LINC01206
ENST00000664893	LINC01266
ENST00000664895	AC090018.2
ENST00000664927	LINC01322
ENST00000664956	LINC01206
ENST00000664993	SETD5
ENST00000664994	AC073365.1
ENST00000664996	LINC01811
ENST00000665000	C3orf35
ENST00000665009	LINC01206
ENST00000665018	LINC01811
ENST00000665033	SOX2-OT
ENST00000665035	LINC02029
ENST00000665057	LINC01980
ENST00000665061	PRKAR2A-AS1
ENST00000665078	SUCLG2-AS1
ENST00000665082	LINC01811
ENST00000665112	SOX2-OT
ENST00000665152	LINC00879
ENST00000665154	LINC01487
ENST00000665161	LINC02018
ENST00000665187	SOX2-OT
ENST00000665197	LINC01213
ENST00000665198	AC117461.1
ENST00000665199	LINC01206
ENST00000665240	LINC01322
ENST00000665274	AC112770.1
ENST00000665278	AC016924.1
ENST00000665288	LINC02020
ENST00000665306	LINC00879
ENST00000665354	LINC01206
ENST00000665369	LINC01322
ENST00000665408	TM4SF1-AS1
ENST00000665438	LINC00881
ENST00000665476	LINC00620
ENST00000665485	SOX2-OT
ENST00000665486	LINC00879
ENST00000665496	AC021074.3
ENST00000665545	LINC02046
ENST00000665609	LINC00879
ENST00000665622	TUSC7
ENST00000665634	LINC01980
ENST00000665635	LINC02018
ENST00000665649	CCDC13-AS1
ENST00000665680	AC092919.1
ENST00000665684	LINC02020
ENST00000665694	DUBR
ENST00000665710	MYLK-AS1
ENST00000665711	LINC01811
ENST00000665741	LINC00960
ENST00000665745	AC104451.2
ENST00000665786	LINC01980
ENST00000665837	LINC00578
ENST00000665841	LINC00881
ENST00000665848	LINC01990
ENST00000665864	AC107294.2
ENST00000665872	SETD5
ENST00000665883	AC126121.3
ENST00000665891	LINC00884
ENST00000665896	LINC00879
ENST00000665912	LINC02021
ENST00000665970	AC099560.1
ENST00000666032	LINC02018
ENST00000666034	AC117481.1
ENST00000666096	LINC02008
ENST00000666141	AC107029.2
ENST00000666146	CFAP20DC-AS1
ENST00000666150	AC107027.1
ENST00000666301	LINC00881
ENST00000666307	SETD5
ENST00000666332	AC107294.2
ENST00000666345	DUBR
ENST00000666398	LINC01322
ENST00000666418	AC092979.2
ENST00000666439	LINC01206
ENST00000666451	AC078816.1
ENST00000666456	AC073365.1
ENST00000666491	LINC02027
ENST00000666498	AC129807.1
ENST00000666519	LINC02008
ENST00000666522	LINC01322
ENST00000666528	LINC01210
ENST00000666540	LINC01968
ENST00000666554	LINC01968
ENST00000666595	LINC01206
ENST00000666632	AC073365.1
ENST00000666651	AC021074.3
ENST00000666676	TMEM44-AS1
ENST00000666754	LINC00960
ENST00000666801	LINC00879
ENST00000666871	LINC01206
ENST00000666897	AC132660.2
ENST00000666921	AC016924.1
ENST00000666946	AC107027.1
ENST00000666967	AC106706.1
ENST00000666975	LINC02027
ENST00000666979	LINC02018
ENST00000667007	AC066580.1
ENST00000667028	AC069277.1
ENST00000667045	LINC02018
ENST00000667060	LINC01811
ENST00000667087	AC026341.1
ENST00000667160	AC010139.1
ENST00000667173	LINC01980
ENST00000667184	AC073365.1
ENST00000667229	LINC01210
ENST00000667275	LINC01206
ENST00000667329	LINC01990
ENST00000667332	SOX2-OT
ENST00000667372	AC097015.1
ENST00000667378	AC112504.3
ENST00000667395	AC083798.2
ENST00000667411	DUBR
ENST00000667434	LINC02050
ENST00000667442	DUBR
ENST00000667456	LINC01266
ENST00000667486	LINC01206
ENST00000667603	DUBR
ENST00000667620	DUBR
ENST00000667627	AC123023.2
ENST00000667634	DUBR
ENST00000667646	LINC01968
ENST00000667692	LINC01210
ENST00000667694	AC092958.1
ENST00000667697	AC131237.1
ENST00000667710	DUBR
ENST00000667716	AC069277.1
ENST00000667743	LINC02018
ENST00000667792	LINC01206
ENST00000667800	SLMAP
ENST00000667844	AC084198.2
ENST00000667847	LINC02040
ENST00000667856	DUBR
ENST00000667867	AC068633.2
ENST00000667880	AC133681.1
ENST00000667882	LINC02020
ENST00000667900	AC092944.1
ENST00000667923	AC092939.1
ENST00000668002	AC087427.1
ENST00000668105	LINC01206
ENST00000668118	AC092958.1
ENST00000668131	AC126121.3
ENST00000668145	LINC00960
ENST00000668196	LINC02015
ENST00000668276	AC073365.1
ENST00000668285	LINC02046
ENST00000668295	SOX2-OT
ENST00000668368	AC021074.3
ENST00000668400	LINC01980
ENST00000668416	AC069277.1
ENST00000668430	AC021074.3
ENST00000668435	LINC00879
ENST00000668440	SH3BP5-AS1
ENST00000668475	AC080013.1
ENST00000668542	LINC01322
ENST00000668561	LINC01980
ENST00000668591	LINC01980
ENST00000668600	LINC00879
ENST00000668617	LINC01266
ENST00000668631	LINC01206
ENST00000668643	AC069277.1
ENST00000668651	LINC02032
ENST00000668664	LINC02021
ENST00000668671	LINC02053
ENST00000668707	LINC00879
ENST00000668714	AC092944.1
ENST00000668730	LINC00578
ENST00000668747	LINC01968
ENST00000668751	AC073365.1
ENST00000668833	LINC02008
ENST00000668891	LINC01206
ENST00000668917	LINC01980
ENST00000668918	LINC02029
ENST00000668989	AC126121.3
ENST00000669013	LINC00960
ENST00000669045	LINC01968
ENST00000669096	LINC02037
ENST00000669122	LINC00690
ENST00000669128	AC037193.1
ENST00000669141	LINC01487
ENST00000669157	LINC01968
ENST00000669158	LINC01968
ENST00000669165	CFAP44-AS1
ENST00000669166	PRKAR2A-AS1
ENST00000669175	LINC01206
ENST00000669199	AC092053.4
ENST00000669206	AC079848.2
ENST00000669211	LINC01980
ENST00000669213	IGSF11-AS1
ENST00000669217	C3orf35
ENST00000669278	AC079848.2
ENST00000669343	LINC01980
ENST00000669350	LINC01968
ENST00000669360	AC073365.1
ENST00000669382	LINC01206
ENST00000669403	LINC02018
ENST00000669433	AC024937.3
ENST00000669437	AC021074.3
ENST00000669452	LINC01206
ENST00000669491	LINC02018
ENST00000669492	AC106706.1
ENST00000669512	AC069277.1
ENST00000669523	DUBR
ENST00000669596	LINC01990
ENST00000669606	LINC01206
ENST00000669677	AC107027.1
ENST00000669723	DUBR
ENST00000669740	LINC02018
ENST00000669745	LINC01980
ENST00000669761	LINC01322
ENST00000669780	LINC01206
ENST00000669798	AC069277.1
ENST00000669801	AL121981.1
ENST00000669844	LINC00690
ENST00000669884	AC073365.1
ENST00000669894	AC078785.1
ENST00000669904	LINC01811
ENST00000669905	LINC00885
ENST00000669945	GATA2-AS1
ENST00000670005	LINC02020
ENST00000670063	SETD5
ENST00000670064	LINC00884
ENST00000670078	LINC00690
ENST00000670089	ERICH6-AS1
ENST00000670102	LINC02020
ENST00000670150	LINC01322
ENST00000670158	LINC01811
ENST00000670186	AC023503.1
ENST00000670191	LINC02030
ENST00000670208	LINC00881
ENST00000670210	AC079848.2
ENST00000670252	AC079848.2
ENST00000670278	AC129807.1
ENST00000670306	LINC01811
ENST00000670321	AC126121.3
ENST00000670331	LINC01205
ENST00000670338	LINC01322
ENST00000670364	AC055714.1
ENST00000670378	LINC01206
ENST00000670403	LINC01322
ENST00000670450	LINC00879
ENST00000670463	LINC01322
ENST00000670468	LINC01968
ENST00000670501	SOX2-OT
ENST00000670514	LINC02005
ENST00000670519	LINC01968
ENST00000670558	AC046134.2
ENST00000670584	LINC00885
ENST00000670592	LINC01968
ENST00000670610	LINC01206
ENST00000670673	LINC01968
ENST00000670709	LINC02053
ENST00000670740	AC021074.3
ENST00000670767	LINC01980
ENST00000670768	SLMAP
ENST00000670769	LINC01980
ENST00000670809	LINC01968
ENST00000670818	KIF9-AS1
ENST00000670833	DUBR
ENST00000670880	LINC01968
ENST00000670884	LINC02053
ENST00000670897	LINC01811
ENST00000670900	LINC02021
ENST00000670918	LINC01322
ENST00000670995	LINC02018
ENST00000670998	LINC01322
ENST00000671016	AC068759.1
ENST00000671036	AC069277.1
ENST00000671047	AC130888.1
ENST00000671096	AC129807.1
ENST00000671109	AC023494.1
ENST00000671153	LINC02020
ENST00000671174	SUCLG2-AS1
ENST00000671191	SLMAP
ENST00000671193	LINC02046
ENST00000671279	AC066595.2
ENST00000671306	LINC00884
ENST00000671331	LINC00578
ENST00000671370	AC069277.1
ENST00000671400	AC006059.4
ENST00000671408	LINC01968
ENST00000671419	DUBR
ENST00000671446	TMCC1-AS1
ENST00000671456	SOX2-OT
ENST00000671465	AC092691.3
ENST00000671510	LINC01210
ENST00000671525	AC107294.2
ENST00000671568	AC069277.1
ENST00000671570	AC021074.3
ENST00000671575	LINC01811
ENST00000671595	AC073365.1
ENST00000671623	LINC00879
ENST00000671630	SAMMSON
ENST00000671631	LINC01206
ENST00000671928	BTD
ENST00000672026	TRAK1
ENST00000672050	TGFBR2
ENST00000672065	BTD
ENST00000672112	BTD
ENST00000672126	BRPF1
ENST00000672141	BTD
ENST00000672336	BTD
ENST00000672427	BTD
ENST00000672477	SACM1L
ENST00000672515	BRPF1
ENST00000672760	BTD
ENST00000672858	SACM1L
ENST00000672866	TGFBR2
ENST00000672892	BTD
ENST00000672968	BTD
ENST00000673037	C3orf49
ENST00000673203	TGFBR2
ENST00000673250	TGFBR2
ENST00000673467	BTD
ENST00000673551	BRPF1
ENST00000673620	BTD
ENST00000673621	TRAK1
ENST00000673635	CRELD1
ENST00000673673	MLH1
ENST00000673677	AC018809.3
ENST00000673686	MLH1
ENST00000673708	DAG1
ENST00000673713	MLH1
ENST00000673715	MLH1
ENST00000673737	CRELD1
ENST00000673741	MLH1
ENST00000673748	AC023494.1
ENST00000673889	MLH1
ENST00000673897	MLH1
ENST00000673899	MLH1
ENST00000673935	CRELD1
ENST00000673947	MLH1
ENST00000673972	MLH1
ENST00000673990	MLH1
ENST00000674019	MLH1
ENST00000674057	CRELD1
ENST00000674067	AC018809.3
ENST00000674107	MLH1
ENST00000674111	MLH1
ENST00000674125	MLH1
ENST00000674254	ATXN7
ENST00000674280	ATXN7
ENST00000674534	PIK3CA
ENST00000674589	RAB7A
ENST00000674593	RAB7A
ENST00000674615	TFG
ENST00000674622	PIK3CA
ENST00000674645	TFG
ENST00000674699	TFG
ENST00000674748	RAB7A
ENST00000674758	TFG
ENST00000674798	TFG
ENST00000675011	TFG
ENST00000675047	TFG
ENST00000675243	TFG
ENST00000675246	TFG
